Chemical formula,Radius A [ang],Radius B [ang],Radius O,Tolerance factor,Lowest distortion,a [ang],b [ang],c [ang],Curie Temperature (K)
PmMoO3,1.14,0.62,1.36,0.892811592,orthorhombic,5.489,5.893,7.907,
PmNaO3,1.14,1.02,1.36,0.742759224,cubic,3.964,3.964,3.964,
PmNbO3,1.14,0.68,1.36,0.866552428,orthorhombic,5.489,6.01,7.797,
PmNdO3,1.14,0.98,1.36,0.755455963,cubic,4.462,4.462,4.462,
PmNiO3,1.14,0.59,1.36,0.906547155,orthorhombic,5.307,5.476,7.57,
PmNpO3,1.14,0.86,1.36,0.79629142,cubic,4.422,4.422,4.422,
PmOsO3,1.14,0.57,1.36,0.915941426,cubic,3.959,3.959,3.959,
PmPaO3,1.14,0.91,1.36,0.778751962,cubic,4.468,4.468,4.468,
PmPbO3,1.14,0.99,1.36,0.752241257,cubic,4.233,4.233,4.233,
PmPdO3,1.14,0.75,1.36,0.837804243,orthorhombic,5.486,5.934,7.672,
PmPrO3,1.14,0.92,1.36,0.775336383,cubic,4.501,4.501,4.501,
PmPtO3,1.14,0.67,1.36,0.870821159,orthorhombic,5.53,6.102,7.513,
PmPuO3,1.14,0.83,1.36,0.807199522,cubic,4.803,4.803,4.803,
PmRbO3,1.14,1.52,1.36,0.61380797,cubic,4.347,4.347,4.347,
PmReO3,1.14,0.57,1.36,0.915941426,cubic,3.965,3.965,3.965,
PmRhO3,1.14,0.61,1.36,0.897343631,orthorhombic,5.357,5.826,7.751,
PmRuO3,1.14,0.62,1.36,0.892811592,orthorhombic,5.315,5.877,7.732,
PmSbO3,1.14,0.68,1.36,0.866552428,cubic,4.228,4.228,4.228,
PmScO3,1.14,0.75,1.36,0.837804243,orthorhombic,5.531,5.788,7.973,
PmSiO3,1.14,0.4,1.36,1.004413041,cubic,3.744,3.744,3.744,
PmSmO3,1.14,0.96,1.36,0.761968514,cubic,4.395,4.395,4.395,
PmSnO3,1.14,0.69,1.36,0.862325343,cubic,4.128,4.128,4.128,
PmSrO3,1.14,1.18,1.36,0.695971241,cubic,4.386,4.386,4.386,
PmTaO3,1.14,0.68,1.36,0.866552428,orthorhombic,5.469,6.006,7.738,
PmTbO3,1.14,0.84,1.36,0.803530433,cubic,4.302,4.302,4.302,
PmTcO3,1.14,0.6,1.36,0.901921915,orthorhombic,5.357,5.911,7.749,
PmTeO3,1.14,0.77,1.36,0.829937537,cubic,4.25,4.25,4.25,
PmThO3,1.14,0.94,1.36,0.768594327,cubic,4.555,4.555,4.555,
PmTiO3,1.14,0.71,1.36,0.853993697,orthorhombic,5.422,5.699,7.764,
PmTlO3,1.14,1.2,1.36,0.690533966,cubic,4.25,4.25,4.25,
PmTmO3,1.14,0.96,1.36,0.761968514,cubic,4.208,4.208,4.208,
PmUO3,1.14,0.85,1.36,0.799894549,cubic,4.395,4.395,4.395,
PmVO3,1.14,0.64,1.36,0.883883476,orthorhombic,5.418,5.702,7.749,
PmWO3,1.14,0.63,1.36,0.888325102,orthorhombic,5.321,6.014,7.741,
PmYO3,1.14,0.9,1.36,0.782197767,cubic,4.279,4.279,4.279,
PmYbO3,1.14,0.95,1.36,0.765267079,cubic,4.123,4.123,4.123,
PmZnO3,1.14,0.74,1.36,0.841793787,orthorhombic,5.364,5.746,7.66,
PmZrO3,1.14,0.72,1.36,0.849887958,orthorhombic,5.618,6.138,7.777,
PrAcO3,1.18,1.12,1.36,0.724214203,cubic,4.684,4.684,4.684,
PrAgO3,1.18,0.75,1.36,0.851209111,orthorhombic,5.598,6.01,8.009,
PrAlO3,1.18,0.54,1.36,0.945290118,rhombohedral,5.323,5.323,5.323,
PrAsO3,1.18,0.58,1.36,0.9257996,orthorhombic,5.595,5.973,8.07,
PrAuO3,1.18,0.93,1.36,0.784301845,orthorhombic,5.713,6.561,7.417,
PrBO3,0.96,0.27,1.36,1.006434192,cubic,3.567,3.567,3.567,
PrBaO3,1.18,1.35,1.36,0.662749529,orthorhombic,6.163,6.173,10.447,
PrBeO3,1.18,0.45,1.36,0.992293494,tetragonal,3.501,3.501,4.08,
PrBiO3,1.18,1.03,1.36,0.751485868,cubic,4.364,4.364,4.364,
PrCaO3,1.18,1,1.36,0.761038654,cubic,4.163,4.163,4.163,
PrCdO3,1.18,0.95,1.36,0.777511352,orthorhombic,5.678,6.104,8.166,
PrCeO3,1.18,1.01,1.36,0.757827521,cubic,4.554,4.554,4.554,
PrCoO3,1.18,0.61,1.36,0.911701129,orthorhombic,5.39,5.477,7.701,
PrCrO3,1.18,0.62,1.36,0.907096578,orthorhombic,5.462,5.596,7.782,
PrCsO3,1.18,1.67,1.36,0.59275618,-,-,-,-,
PrCuO3,1.18,0.54,1.36,0.945290118,orthorhombic,5.414,5.434,7.661,
PrDyO3,1.18,0.91,1.36,0.791211993,cubic,4.291,4.291,4.291,
PrErO3,1.18,0.89,1.36,0.798244989,orthorhombic,5.781,6.039,8.377,
PrEuO3,1.18,0.95,1.36,0.777511352,cubic,4.287,4.287,4.287,
PrFeO3,1.18,0.65,1.36,0.893557823,orthorhombic,5.477,5.641,7.811,
PrGaO3,1.18,0.62,1.36,0.907096578,orthorhombic,5.468,5.548,7.771,
PrGdO3,1.18,0.94,1.36,0.780891837,cubic,4.342,4.342,4.342,
PrGeO3,1.18,0.63,1.36,0.902538304,orthorhombic,5.533,5.846,7.967,
PrHfO3,1.18,0.71,1.36,0.867657596,orthorhombic,5.589,5.595,8.514,
PrHgO3,1.18,1.11,1.36,0.727146245,cubic,4.219,4.219,4.219,
PrHoO3,1.18,0.9,1.36,0.794712931,cubic,4.267,4.267,4.267,
PrInO3,1.18,0.8,1.36,0.831505196,orthorhombic,5.67,5.968,8.212,
PrIrO3,1.18,0.68,1.36,0.880417267,orthorhombic,5.402,5.928,7.846,
PrKO3,1.18,1.38,1.36,0.655493148,orthorhombic,6.21,6.319,9.813,
PrLaO3,1.18,1.03,1.36,0.751485868,cubic,4.533,4.533,4.533,
PrLiO3,1.18,0.76,1.36,0.847193974,orthorhombic,5.187,5.81,7.543,
PrLuO3,1.18,0.86,1.36,0.809032083,orthorhombic,5.729,5.966,8.292,
PrMgO3,1.18,0.72,1.36,0.863486165,orthorhombic,5.412,5.782,7.792,
PrMnO3,1.18,0.65,1.36,0.893557823,orthorhombic,5.468,5.685,7.77,
PrMoO3,1.18,0.69,1.36,0.876122548,orthorhombic,5.531,5.928,7.974,
PrNaO3,1.18,1.02,1.36,0.754643372,cubic,3.996,3.996,3.996,
PrNbO3,1.18,0.72,1.36,0.863486165,orthorhombic,5.542,6.032,7.899,
PrNdO3,1.18,0.98,1.36,0.767543258,cubic,4.472,4.472,4.472,
PrNiO3,1.18,0.6,1.36,0.916352665,orthorhombic,5.395,5.423,7.636,
PrNpO3,1.18,0.86,1.36,0.809032083,cubic,4.434,4.434,4.434,
PrOsO3,1.18,0.57,1.36,0.930596489,cubic,3.976,3.976,3.976,
PrPaO3,1.18,0.91,1.36,0.791211993,cubic,4.478,4.478,4.478,
PrPbO3,1.18,0.99,1.36,0.764277117,cubic,4.239,4.239,4.239,
PrPdO3,1.18,0.62,1.36,0.907096578,orthorhombic,5.552,5.951,7.794,
PrPmO3,1.18,0.97,1.36,0.770837435,cubic,4.433,4.433,4.433,
PrPtO3,1.18,0.67,1.36,0.884754298,orthorhombic,5.597,6.114,7.629,
PrPuO3,1.18,0.83,1.36,0.820114714,cubic,4.381,4.381,4.381,
PrRbO3,1.18,1.52,1.36,0.623628897,orthorhombic,6.505,6.576,9.158,
PrReO3,1.18,0.63,1.36,0.902538304,cubic,3.983,3.983,3.983,
PrRhO3,1.18,0.67,1.36,0.884754298,orthorhombic,5.421,5.849,7.839,
PrRuO3,1.18,0.68,1.36,0.880417267,orthorhombic,5.384,5.895,7.818,
PrSbO3,1.18,0.76,1.36,0.847193974,cubic,4.248,4.248,4.248,
PrScO3,1.18,0.75,1.36,0.851209111,orthorhombic,5.596,5.811,8.04,
PrSiO3,1.18,0.4,1.36,1.02048365,tetragonal,3.579,3.579,4.549,
PrSmO3,1.18,0.96,1.36,0.77416001,cubic,4.408,4.408,4.408,
PrSnO3,1.18,0.69,1.36,0.876122548,cubic,4.151,4.151,4.151,
PrSrO3,1.18,1.18,1.36,0.707106781,cubic,4.391,4.391,4.391,
PrTaO3,1.18,0.72,1.36,0.863486165,orthorhombic,5.526,6.018,7.85,
PrTbO3,1.18,0.92,1.36,0.787741765,cubic,4.315,4.315,4.315,
PrTcO3,1.18,0.6,1.36,0.916352665,orthorhombic,5.428,5.922,7.849,
PrTeO3,1.18,0.97,1.36,0.770837435,cubic,4.266,4.266,4.266,
PrThO3,1.18,0.94,1.36,0.780891837,cubic,4.56,4.56,4.56,
PrTiO3,1.18,0.67,1.36,0.884754298,orthorhombic,5.493,5.695,7.84,
PrTlO3,1.18,0.89,1.36,0.798244989,orthorhombic,5.774,6.149,8.433,
PrTmO3,1.18,0.88,1.36,0.801808582,orthorhombic,5.763,6.005,8.349,
PrUO3,1.18,1.03,1.36,0.751485868,cubic,4.397,4.397,4.397,
PrVO3,1.18,0.64,1.36,0.898025612,orthorhombic,5.482,5.721,7.814,
PrWO3,1.18,0.66,1.36,0.889134269,orthorhombic,5.371,6.049,7.836,
PrYO3,1.18,0.9,1.36,0.794712931,cubic,4.291,4.291,4.291,
PrYbO3,1.18,0.87,1.36,0.805404136,cubic,4.142,4.142,4.142,
PrZnO3,1.18,0.74,1.36,0.855262488,orthorhombic,5.437,5.724,7.766,
PrZrO3,1.18,0.72,1.36,0.863486165,orthorhombic,5.681,6.093,8.031,
PtAcO3,0.67,1.12,1.36,0.578801115,orthorhombic,5.963,6.43,8.342,
PtAgO3,0.67,0.95,1.36,0.621396868,cubic,4.004,4.004,4.004,
PtAlO3,0.67,0.54,1.36,0.755487771,cubic,3.671,3.671,3.671,
PtAsO3,0.67,0.52,1.36,0.763524875,cubic,3.807,3.807,3.807,
PtAuO3,0.67,0.93,1.36,0.626823915,cubic,4.04,4.04,4.04,
PtBO3,0.67,0.27,1.36,0.880629918,cubic,3.42,3.42,3.42,
PtBaO3,0.67,1.35,1.36,0.529677773,orthorhombic,6.334,6.488,9.222,
PtBeO3,0.67,0.45,1.36,0.793053462,cubic,3.469,3.469,3.469,
PtBiO3,0.67,0.9,1.36,0.635144587,cubic,4.178,4.178,4.178,
PtCaO3,0.67,1,1.36,0.60823168,rhombohedral,6.031,6.031,6.031,
PtCdO3,0.67,0.95,1.36,0.621396868,cubic,4.103,4.103,4.103,
PtCeO3,0.67,0.94,1.36,0.624098594,cubic,4.53,4.53,4.53,
PtCoO3,0.67,0.63,1.36,0.721319983,cubic,3.694,3.694,3.694,
PtCrO3,0.67,0.58,1.36,0.739910704,cubic,3.781,3.781,3.781,
PtCsO3,0.67,1.67,1.36,0.473738207,orthorhombic,5.953,7.003,10.721,
PtCuO3,0.67,0.68,1.36,0.703640571,cubic,3.728,3.728,3.728,
PtDyO3,0.67,0.99,1.36,0.6108199,cubic,4.311,4.311,4.311,
PtErO3,0.67,0.89,1.36,0.637967451,cubic,4.269,4.269,4.269,
PtEuO3,0.67,1.06,1.36,0.593151556,rhombohedral,5.816,5.816,5.816,
PtFeO3,0.67,0.67,1.36,0.707106781,cubic,3.802,3.802,3.802,
PtGaO3,0.67,0.62,1.36,0.724963013,cubic,3.812,3.812,3.812,
PtGdO3,0.67,0.94,1.36,0.624098594,cubic,4.353,4.353,4.353,
PtGeO3,0.67,0.63,1.36,0.721319983,cubic,3.749,3.749,3.749,
PtHfO3,0.67,0.71,1.36,0.693442882,cubic,4.063,4.063,4.063,
PtHgO3,0.67,1.11,1.36,0.58114444,cubic,4.143,4.143,4.143,
PtHoO3,0.67,0.9,1.36,0.635144587,cubic,4.289,4.289,4.289,
PtInO3,0.67,0.8,1.36,0.664549429,cubic,4.118,4.118,4.118,
PtIrO3,0.67,0.63,1.36,0.721319983,cubic,3.893,3.893,3.893,
PtKO3,0.67,1.38,1.36,0.523878382,orthorhombic,6.311,6.337,9.445,
PtLaO3,0.67,1.03,1.36,0.600596973,cubic,4.473,4.473,4.473,
PtLiO3,0.67,0.76,1.36,0.677088097,cubic,3.533,3.533,3.533,
PtLuO3,0.67,0.86,1.36,0.646588633,cubic,4.202,4.202,4.202,
PtMgO3,0.67,0.72,1.36,0.690109022,cubic,3.785,3.785,3.785,
PtMnO3,0.67,0.62,1.36,0.724963013,cubic,3.787,3.787,3.787,
PtMoO3,0.67,0.62,1.36,0.724963013,cubic,3.908,3.908,3.908,
PtNaO3,0.67,1.02,1.36,0.60312049,rhombohedral,5.798,5.798,5.798,
PtNbO3,0.67,0.68,1.36,0.703640571,cubic,3.992,3.992,3.992,
PtNdO3,0.67,0.98,1.36,0.613430242,cubic,4.456,4.456,4.456,
PtNiO3,0.67,0.59,1.36,0.73611629,cubic,3.701,3.701,3.701,
PtNpO3,0.67,0.86,1.36,0.646588633,cubic,4.55,4.55,4.55,
PtOsO3,0.67,0.57,1.36,0.743744438,cubic,3.872,3.872,3.872,
PtPaO3,0.67,0.91,1.36,0.632346593,cubic,4.344,4.344,4.344,
PtPbO3,0.67,0.99,1.36,0.6108199,rhombohedral,5.888,5.888,5.888,
PtPdO3,0.67,0.75,1.36,0.680297045,cubic,3.934,3.934,3.934,
PtPmO3,0.67,0.97,1.36,0.61606299,cubic,4.422,4.422,4.422,
PtPrO3,0.67,0.92,1.36,0.629573143,cubic,4.49,4.49,4.49,
PtPuO3,0.67,0.83,1.36,0.655446012,cubic,4.283,4.283,4.283,
PtRbO3,0.67,1.52,1.36,0.498412071,orthorhombic,6.436,6.599,9.897,
PtReO3,0.67,0.57,1.36,0.743744438,cubic,3.882,3.882,3.882,
PtRhO3,0.67,0.61,1.36,0.728643028,cubic,3.887,3.887,3.887,
PtRuO3,0.67,0.62,1.36,0.724963013,cubic,3.862,3.862,3.862,
PtSbO3,0.67,0.68,1.36,0.703640571,cubic,3.98,3.98,3.98,
PtScO3,0.67,0.75,1.36,0.680297045,cubic,4.026,4.026,4.026,
PtSiO3,0.67,0.4,1.36,0.81558339,cubic,3.597,3.597,3.597,
PtSmO3,0.67,0.96,1.36,0.618718434,cubic,4.403,4.403,4.403,
PtSnO3,0.67,0.69,1.36,0.700208178,cubic,4.021,4.021,4.021,
PtSrO3,0.67,1.18,1.36,0.565128648,rhombohedral,6.063,6.063,6.063,
PtTaO3,0.67,0.68,1.36,0.703640571,cubic,3.97,3.97,3.97,
PtTbO3,0.67,0.84,1.36,0.652466712,cubic,4.333,4.333,4.333,
PtTcO3,0.67,0.6,1.36,0.732360595,cubic,3.871,3.871,3.871,
PtTeO3,0.67,0.77,1.36,0.67390928,cubic,4.061,4.061,4.061,
PtThO3,0.67,0.94,1.36,0.624098594,cubic,4.51,4.51,4.51,
PtTiO3,0.67,0.71,1.36,0.693442882,cubic,3.859,3.859,3.859,
PtTlO3,0.67,1.2,1.36,0.56071358,cubic,4.202,4.202,4.202,
PtTmO3,0.67,0.96,1.36,0.618718434,cubic,4.243,4.243,4.243,
PtUO3,0.67,0.85,1.36,0.649514374,cubic,4.292,4.292,4.292,
PtVO3,0.67,0.64,1.36,0.717713383,cubic,3.783,3.783,3.783,
PtWO3,0.67,0.63,1.36,0.721319983,cubic,3.909,3.909,3.909,
PtYO3,0.67,0.9,1.36,0.635144587,cubic,4.326,4.326,4.326,
PtYbO3,0.67,0.95,1.36,0.621396868,orthorhombic,5.204,5.605,8.522,
PtZnO3,0.67,0.74,1.36,0.683536555,cubic,3.831,3.831,3.831,
PtZrO3,0.67,0.72,1.36,0.690109022,cubic,4.121,4.121,4.121,
PuAcO3,0.96,1.12,1.36,0.661486989,-,-,-,-,
PuAgO3,0.96,0.95,1.36,0.71016785,cubic,4.059,4.059,4.059,
PuAlO3,0.96,0.54,1.36,0.863414596,orthorhombic,5.307,5.329,7.493,
PuAsO3,0.96,0.52,1.36,0.872599858,cubic,4.018,4.018,4.018,
PuAuO3,0.96,0.93,1.36,0.716370189,cubic,4.118,4.118,4.118,
PuBO3,0.96,0.27,1.36,1.006434192,cubic,3.559,3.559,3.559,
PuBaO3,0.96,1.35,1.36,0.605346027,orthorhombic,6.681,6.709,8.087,
PuBeO3,0.96,0.45,1.36,0.906346813,orthorhombic,5.047,5.068,7.207,
PuBiO3,0.96,0.9,1.36,0.725879528,cubic,4.363,4.363,4.363,
PuCaO3,0.96,1,1.36,0.69512192,-,-,-,-,
PuCdO3,0.96,0.95,1.36,0.71016785,cubic,4.131,4.131,4.131,
PuCeO3,0.96,0.94,1.36,0.713255536,cubic,4.636,4.636,4.636,
PuCoO3,0.96,0.63,1.36,0.824365695,-,-,-,-,
PuCrO3,0.96,0.58,1.36,0.845612233,orthorhombic,5.463,5.529,7.735,
PuCsO3,0.96,1.67,1.36,0.541415093,-,-,-,-,
PuCuO3,0.96,0.68,1.36,0.804160653,-,-,-,-,
PuDyO3,0.96,0.99,1.36,0.698079886,cubic,4.291,4.291,4.291,
PuErO3,0.96,0.89,1.36,0.729105659,cubic,4.246,4.246,4.246,
PuEuO3,0.96,1.06,1.36,0.677887493,orthorhombic,6.036,6.271,8.015,
PuFeO3,0.96,0.67,1.36,0.808122036,orthorhombic,5.481,5.639,7.745,
PuGaO3,0.96,0.62,1.36,0.828529158,orthorhombic,5.473,5.523,7.721,
PuGdO3,0.96,0.94,1.36,0.713255536,cubic,4.372,4.372,4.372,
PuGeO3,0.96,0.63,1.36,0.824365695,orthorhombic,5.557,5.795,7.91,
PuHfO3,0.96,0.71,1.36,0.792506151,orthorhombic,5.721,5.789,8.161,
PuHgO3,0.96,1.11,1.36,0.664165074,cubic,4.206,4.206,4.206,
PuHoO3,0.96,0.9,1.36,0.725879528,cubic,4.267,4.267,4.267,
PuInO3,0.96,0.8,1.36,0.759485061,cubic,4.114,4.114,4.114,
PuIrO3,0.96,0.63,1.36,0.824365695,-,-,-,-,
PuKO3,0.96,1.38,1.36,0.59871815,orthorhombic,5.637,5.668,10.884,
PuLaO3,0.96,1.03,1.36,0.686396541,-,-,-,-,
PuLiO3,0.96,0.76,1.36,0.773814968,orthorhombic,5.19,5.643,7.257,
PuLuO3,0.96,0.86,1.36,0.738958438,cubic,4.18,4.18,4.18,
PuMgO3,0.96,0.72,1.36,0.788696025,orthorhombic,5.332,5.673,7.629,
PuMnO3,0.96,0.62,1.36,0.828529158,orthorhombic,5.483,5.608,7.733,
PuMoO3,0.96,0.62,1.36,0.828529158,orthorhombic,5.443,5.879,7.817,
PuNaO3,0.96,1.02,1.36,0.68928056,orthorhombic,5.837,6.09,7.434,
PuNbO3,0.96,0.68,1.36,0.804160653,cubic,4.072,4.072,4.072,
PuNdO3,0.96,0.98,1.36,0.701063133,cubic,4.453,4.453,4.453,
PuNiO3,0.96,0.59,1.36,0.84127576,orthorhombic,5.248,5.674,7.478,
PuNpO3,0.96,0.86,1.36,0.738958438,-,-,-,-,
PuOsO3,0.96,0.57,1.36,0.849993644,cubic,4.548,4.548,4.548,
PuPaO3,0.96,0.91,1.36,0.72268182,cubic,4.502,4.502,4.502,
PuPbO3,0.96,0.99,1.36,0.698079886,orthorhombic,5.938,6.249,8.491,
PuPdO3,0.96,0.75,1.36,0.777482338,cubic,4.059,4.059,4.059,
PuPmO3,0.96,0.97,1.36,0.704071988,cubic,4.457,4.457,4.457,
PuPrO3,0.96,0.92,1.36,0.719512163,cubic,4.451,4.451,4.451,
PuPtO3,0.96,0.67,1.36,0.808122036,cubic,4.039,4.039,4.039,
PuRbO3,0.96,1.52,1.36,0.569613796,orthorhombic,5.585,5.712,11.818,
PuReO3,0.96,0.57,1.36,0.849993644,rhombohedral,5.316,5.316,5.316,
PuRhO3,0.96,0.61,1.36,0.83273489,-,-,-,-,
PuRuO3,0.96,0.62,1.36,0.828529158,cubic,3.919,3.919,3.919,
PuSbO3,0.96,0.68,1.36,0.804160653,cubic,4.215,4.215,4.215,
PuScO3,0.96,0.75,1.36,0.777482338,orthorhombic,5.597,5.801,7.96,
PuSiO3,0.96,0.4,1.36,0.932095302,cubic,3.752,3.752,3.752,
PuSmO3,0.96,0.96,1.36,0.707106781,cubic,4.839,4.839,4.839,
PuSnO3,0.96,0.69,1.36,0.800237918,cubic,4.12,4.12,4.12,
PuSrO3,0.96,1.18,1.36,0.645861312,orthorhombic,5.727,5.862,9.889,
PuTaO3,0.96,0.68,1.36,0.804160653,orthorhombic,5.677,5.683,8.137,
PuTbO3,0.96,0.84,1.36,0.745676242,cubic,4.324,4.324,4.324,
PuTcO3,0.96,0.6,1.36,0.836983537,rhombohedral,5.391,5.391,5.391,
PuTeO3,0.96,0.77,1.36,0.770182034,cubic,4.26,4.26,4.26,
PuThO3,0.96,0.94,1.36,0.713255536,cubic,4.575,4.575,4.575,
PuTiO3,0.96,0.71,1.36,0.792506151,orthorhombic,5.475,5.603,7.785,
PuTlO3,0.96,1.2,1.36,0.64081552,orthorhombic,5.784,6.168,8.284,
PuTmO3,0.96,0.96,1.36,0.707106781,cubic,4.219,4.219,4.219,
PuUO3,0.96,0.85,1.36,0.742302141,rhombohedral,6.082,6.082,6.082,
PuVO3,0.96,0.64,1.36,0.820243866,rhombohedral,5.531,5.531,5.531,
PuWO3,0.96,0.63,1.36,0.824365695,cubic,4.004,4.004,4.004,
PuYO3,0.96,0.9,1.36,0.725879528,cubic,4.29,4.29,4.29,
PuYbO3,0.96,0.95,1.36,0.71016785,cubic,4.126,4.126,4.126,
PuZnO3,0.96,0.74,1.36,0.781184634,cubic,3.862,3.862,3.862,
PuZrO3,0.96,0.72,1.36,0.788696025,orthorhombic,5.747,5.879,8.195,
RbAcO3,1.72,1.12,1.36,0.878181002,cubic,4.577,4.577,4.577,
RbAgO3,1.72,0.95,1.36,0.942809042,tetragonal,4.128,4.128,4.197,
RbAlO3,1.72,0.54,1.36,1.146257308,cubic,3.887,3.887,3.887,
RbAsO3,1.72,0.52,1.36,1.158451535,tetragonal,3.709,3.709,4.765,
RbAuO3,1.72,0.93,1.36,0.951043182,orthorhombic,5.671,5.673,8.756,
RbBO3,1.72,0.27,1.36,1.336128151,cubic,3.632,3.632,3.632,
RbBaO3,1.72,1.35,1.36,0.803649035,cubic,4.647,4.647,4.647,
RbBeO3,1.72,0.45,1.36,1.203253528,cubic,3.775,3.775,3.775,
RbBiO3,1.72,0.76,1.36,1.027306078,cubic,4.277,4.277,4.277,
RbCaO3,1.72,1,1.36,0.922834274,cubic,4.464,4.464,4.464,
RbCdO3,1.72,0.95,1.36,0.942809042,cubic,4.279,4.279,4.279,
RbCeO3,1.72,0.94,1.36,0.946908211,orthorhombic,6.568,6.582,9.318,
RbCoO3,1.72,0.63,1.36,1.094416526,cubic,3.924,3.924,3.924,
RbCrO3,1.72,0.49,1.36,1.177237236,cubic,3.819,3.819,3.819,
RbCsO3,1.72,1.67,1.36,0.71877521,cubic,4.469,4.469,4.469,
RbCuO3,1.72,0.68,1.36,1.067592591,cubic,3.955,3.955,3.955,
RbDyO3,1.72,0.99,1.36,0.926761228,rhombohedral,6.282,6.282,6.282,
RbErO3,1.72,0.89,1.36,0.967950616,orthorhombic,6.243,6.267,8.849,
RbEuO3,1.72,1.06,1.36,0.899954085,cubic,4.553,4.553,4.553,
RbFeO3,1.72,0.67,1.36,1.072851668,tetragonal,3.682,3.682,5.078,
RbGaO3,1.72,0.62,1.36,1.099943882,rhombohedral,5.664,5.664,5.664,
RbGdO3,1.72,0.94,1.36,0.946908211,cubic,4.493,4.493,4.493,
RbGeO3,1.72,0.63,1.36,1.094416526,orthorhombic,5.957,5.957,7.622,
RbHfO3,1.72,0.71,1.36,1.052120235,cubic,4.185,4.185,4.185,
RbHgO3,1.72,1.11,1.36,0.881736391,cubic,4.29,4.29,4.29,
RbHoO3,1.72,0.9,1.36,0.963667649,rhombohedral,6.246,6.246,6.246,
RbInO3,1.72,0.8,1.36,1.008281892,orthorhombic,6.04,6.042,8.539,
RbIrO3,1.72,0.57,1.36,1.128439837,rhombohedral,5.625,5.625,5.625,
RbKO3,1.72,1.38,1.36,0.794849958,orthorhombic,6.893,7.076,7.459,
RbLaO3,1.72,1.03,1.36,0.91125058,orthorhombic,6.49,6.505,9.193,
RbLiO3,1.72,0.76,1.36,1.027306078,cubic,3.965,3.965,3.965,
RbLuO3,1.72,0.86,1.36,0.98103103,tetragonal,4.36,4.365,4.365,
RbMgO3,1.72,0.72,1.36,1.047061964,cubic,4.092,4.092,4.092,
RbMnO3,1.72,0.62,1.36,1.099943882,tetragonal,3.64,3.64,5.452,
RbMoO3,1.72,0.61,1.36,1.105527353,rhombohedral,5.636,5.636,5.636,
RbNaO3,1.72,1.02,1.36,0.915079364,orthorhombic,5.854,7.058,7.39,
RbNbO3,1.72,0.64,1.36,1.088944443,tetragonal,4.036,4.036,4.162,
RbNdO3,1.72,0.98,1.36,0.930721746,cubic,4.6,4.6,4.6,
RbNiO3,1.72,0.59,1.36,1.116866095,cubic,3.996,3.996,3.996,
RbNpO3,1.72,0.86,1.36,0.98103103,orthorhombic,6.148,6.15,8.71,
RbOsO3,1.72,0.57,1.36,1.128439837,cubic,3.948,3.948,3.948,
RbPaO3,1.72,0.91,1.36,0.959422417,orthorhombic,6.248,6.249,8.833,
RbPbO3,1.72,0.99,1.36,0.926761228,cubic,4.349,4.349,4.349,
RbPdO3,1.72,0.75,1.36,1.032174828,tetragonal,3.843,3.843,5.214,
RbPmO3,1.72,0.97,1.36,0.93471626,cubic,4.567,4.567,4.567,
RbPrO3,1.72,0.92,1.36,0.955214424,cubic,4.627,4.627,4.627,
RbPtO3,1.72,0.67,1.36,1.072851668,tetragonal,3.911,3.911,4.709,
RbPuO3,1.72,0.83,1.36,0.994469811,orthorhombic,6.151,6.154,8.707,
RbReO3,1.72,0.58,1.36,1.122623137,cubic,3.956,3.956,3.956,
RbRhO3,1.72,0.61,1.36,1.105527353,tetragonal,3.834,3.834,5.09,
RbRuO3,1.72,0.57,1.36,1.128439837,cubic,3.951,3.951,3.951,
RbSbO3,1.72,0.6,1.36,1.111167799,tetragonal,3.763,3.763,5.864,
RbScO3,1.72,0.75,1.36,1.032174828,cubic,4.213,4.213,4.213,
RbSiO3,1.72,0.4,1.36,1.237436867,cubic,3.74,3.74,3.74,
RbSmO3,1.72,0.96,1.36,0.93874521,cubic,4.546,4.546,4.546,
RbSnO3,1.72,0.69,1.36,1.062384822,cubic,4.16,4.16,4.16,
RbSrO3,1.72,1.18,1.36,0.857436569,cubic,4.646,4.646,4.646,
RbTaO3,1.72,0.64,1.36,1.088944443,tetragonal,4.027,4.027,4.121,
RbTbO3,1.72,0.84,1.36,0.989949494,rhombohedral,6.318,6.318,6.318,
RbTcO3,1.72,0.6,1.36,1.111167799,cubic,3.952,3.952,3.952,
RbTeO3,1.72,0.77,1.36,1.022483045,cubic,4.134,4.134,4.134,
RbThO3,1.72,0.94,1.36,0.946908211,cubic,4.564,4.564,4.564,
RbTiO3,1.72,0.71,1.36,1.052120235,tetragonal,3.888,3.888,4.739,
RbTlO3,1.72,1.2,1.36,0.850737846,rhombohedral,6.137,6.137,6.137,
RbTmO3,1.72,0.96,1.36,0.93874521,rhombohedral,6.2,6.2,6.2,
RbUO3,1.72,0.76,1.36,1.027306078,rhombohedral,6.179,6.179,6.179,
RbVO3,1.72,0.64,1.36,1.088944443,tetragonal,3.692,3.692,5.092,
RbWO3,1.72,0.62,1.36,1.099943882,orthorhombic,5.632,5.636,7.973,
RbYO3,1.72,0.9,1.36,0.963667649,orthorhombic,6.299,6.366,8.97,
RbYbO3,1.72,0.95,1.36,0.942809042,cubic,4.356,4.356,4.356,
RbZnO3,1.72,0.74,1.36,1.037089946,cubic,4.032,4.032,4.032,
RbZrO3,1.72,0.72,1.36,1.047061964,cubic,4.243,4.243,4.243,
